,player_name,college,rank,height,weight,bats/throws,hometown,drafted,debuted,travel_team,notes,class_year,school,school_id
409,Josh Sale,Gonzaga,10,6-0,203,L/R,"Seattle, WA",Rd 1 by Rays (2010),None,WA Brewers,,2010,Gonzaga,260.0
410,DeAndre Smelter,Georgia Tech,11,6-4,205,R/R,"Macon, GA",Rd 14 by Twins (2010),None,Tattnall,,2010,Georgia Tech,255.0
411,Nick Castellanos,Miami (FL),12,6-3,180,R/R,"Davie, FL",Rd 1 Comp by Tigers (2010),Tigers (2013),All American Prospects,,2010,Miami (FL),415.0
412,Peter Tago,Cal St. Fullerton,13,6-1,160,R/R,"Laguna Niguel, CA",Rd 1 Comp by Rockies (2010),None,Midland Braves,,2010,Cal St. Fullerton,97.0
413,Aaron Sanchez,Oregon,14,6-3,170,R/R,"Barstow, CA",Rd 1 Comp by Blue Jays (2010),Blue Jays (2014),San Gabriel Valley Arsenal,,2010,Oregon,529.0
414,Austin Wilson,Stanford,15,6-4,200,R/R,"Los Angeles, CA",Rd 2 by Mariners (2013),None,ABD Bulldogs,,2010,Stanford,674.0
415,Tony Wolters,San Diego,16,5-10,165,L/R,"Vista, CA",Rd 3 by Indians (2010),Rockies (2016),ABD Bulldogs,,2010,San Diego,627.0
416,Kevin Gausman,LSU,17,6-4,180,L/R,"Centennial, CO",Rd 1 by Orioles (2012),Orioles (2013),HS team,,2010,LSU,365.0
417,Zach Lee,LSU,18,6-3,190,R/R,"McKinney, TX",Rd 1 by Dodgers (2010),None,Team Kelley,,2010,LSU,365.0
418,Michael Foltynewicz,Texas,19,6-5,200,R/R,"Minooka, IL",Rd 1 by Astros (2010),Astros (2014),Illinois Sparks,,2010,Texas,703.0
419,Ryne Stanek,Arkansas,20,6-4,180,R/R,"Overland Park, KS",Rd 1 by Rays (2013),Rays (2017),Mac N Seitz,,2010,Arkansas,31.0
420,Robert Aviles,Florida,21,6-4,193,L/R,"Suffern, NY",Rd 7 by Indians (2010),None,Diesel,,2010,Florida,235.0
421,Tyrell Jenkins,Baylor,22,6-4,180,R/R,"Henderson, TX",Rd 1 Comp by Cardinals (2010),Braves (2016),None,,2010,Baylor,51.0
423,Albert (AJ) Vanegas,Stanford,24,6-3,205,R/R,"Alameda, CA",Rd 7 by Padres (2010),None,NorCal 2010 Baseball,,2010,Stanford,674.0
424,Chevez Clarke,Georgia Tech,25,6-0,185,S/R,"Marietta, GA",Rd 1 by Angels (2010),None,East Cobb Braves,,2010,Georgia Tech,255.0
425,Reginald Golden,Alabama,26,5-11,205,R/R,"Wetumpka, AL",Rd 2 by Cubs (2010),None,Metro League,,2010,Alabama,8.0
426,Luke Jackson,Miami (FL),27,6-2,180,R/R,"SW Ranches, FL",Rd 1 Comp by Rangers (2010),Rangers (2015),None,,2010,Miami (FL),415.0
427,Cameron Bedrosian,LSU,28,6-0,195,R/R,"Senoia, GA",Rd 1 by Angels (2010),Angels (2014),Homeplate Chilidawgs 16u,,2010,LSU,365.0
428,Drew Cisco,Georgia,29,5-10,150,L/R,"Mt. Pleasant, SC",Rd 6 by Reds (2010),None,Diamond Devils 16's,,2010,Georgia,257.0
429,Christian Yelich,Miami (FL),30,6-4,190,L/R,"Thousand Oaks, CA",Rd 1 by Marlins (2010),Marlins (2013),ABD Bulldogs,,2010,Miami (FL),415.0
430,Matt Lipka,Alabama,31,6-1,192,R/R,"Frisco, TX",Rd 1 Comp by Braves (2010),None,Dallas Tigers,,2010,Alabama,8.0
431,Robby Rowland,Oregon,32,6-6,205,R/R,"Cloverdale, CA",Rd 3 by Diamondbacks (2010),None,None,,2010,Oregon,529.0
432,Delino DeShields,LSU,33,5-9,165,R/R,"Atlanta, GA",Rd 1 by Astros (2010),Rangers (2015),Atlanta Blue Jays,,2010,LSU,365.0
434,Jake Skole,Georgia Tech,35,5-8,140,L/R,"Woodstock, GA",Rd 1 by Rangers (2010),None,East Cobb Yankees,,2010,Georgia Tech,255.0
435,Garin Cecchini,LSU,36,6-2,200,L/R,"Lake Charles, LA",Rd 4 by Red Sox (2010),Red Sox (2014),SE TX Sundevils,,2010,LSU,365.0
436,Sean Coyle,North Carolina,37,5-9,175,R/R,"Chalfont, PA",Rd 3 by Red Sox (2010),None,Philly Bandits,,2010,North Carolina,457.0
437,Kellin Deglan,FIU,38,6-2,200,L/R,"Langley, BC",Rd 1 by Rangers (2010),None,None,,2010,FIU,231.0
438,Kris Bryant,San Diego,39,6-5,205,R/R,"Las Vegas, NV",Rd 1 by Cubs (2013),Cubs (2015),Angels Elite,,2010,San Diego,627.0
439,Brian Ragira,Stanford,40,6-2,175,R/R,"Arlington, TX",Rd 4 by Giants (2013),None,Dallas Tigers,,2010,Stanford,674.0
440,Scott Frazier,Pepperdine,41,6-6,205,R/R,"Upland, CA",Rd 5 by Phillies (2010),None,OC Connie Mack-Giants,,2010,Pepperdine,541.0
441,Zach Alvord,Auburn,42,6-0,180,R/R,"Alpharetta, GA",Rd 18 by Braves (2010),None,East Cobb Braves,,2010,Auburn,37.0
442,Stefan Sabol,Oregon,43,6-2,205,R/R,"Aliso Viejo, CA",Rd 17 by Mets (2012),None,ABD Bulldogs,,2010,Oregon,529.0
443,Ty Linton,North Carolina,44,6-3,210,R/R,"Matthews, NC",Rd 14 by Diamondbacks (2010),None,On Deck O's '09,,2010,North Carolina,457.0
444,Jesse Biddle,Oregon,45,6-6,225,L/L,"Philadelphia, PA",Rd 1 by Phillies (2010),Braves (2018),Philadelphia Senators National,,2010,Oregon,529.0
445,Kevin Ziomek,Vanderbilt,46,6-2,180,R/L,"Amherst, MA",Rd 2 by Tigers (2013),None,Amherst Amer. Legion,,2010,Vanderbilt,736.0
446,Ryan Bolden,Ole Miss,47,6-3,190,R/L,"Madison, MS",Rd 1 Comp by Angels (2010),None,None,,2010,Ole Miss,433.0
447,Mason Williams,South Carolina,48,6-0,148,L/R,"Winter Garden, FL",Rd 4 by Yankees (2010),Yankees (2015),Midland Redskins,,2010,South Carolina,648.0
448,Marcus Littlewood,San Diego,49,6-3,190,S/R,"St George, UT",Rd 2 by Mariners (2010),None,Utah Marshalls,,2010,San Diego,627.0
449,Drew Vettleson,Oregon St.,50,6-1,185,L/B,"Tracyton, WA",Rd 1 Comp by Rays (2010),None,NW Timberjacks,,2010,Oregon St.,528.0
451,Dylan Bundy,Texas,2,6-1,200,S/R,"Sperry, OK",Rd 1 by Orioles (2011),Orioles (2012),DBAT,,2011,Texas,703.0
452,Daniel Norris,Clemson,3,6-2,180,L/L,"Johnson City, TN",Rd 2 by Blue Jays (2011),Blue Jays (2014),East Cobb Yankees 18u,,2011,Clemson,147.0
453,Francisco Lindor,Florida St.,4,5-11,170,S/R,"Clermont, FL",Rd 1 by Indians (2011),Indians (2015),Team Mizuno,,2011,Florida St.,234.0
454,Archie Bradley,Oklahoma,5,6-4,210,R/R,"Muskogee, OK",Rd 1 by Diamondbacks (2011),Diamondbacks (2015),None,,2011,Oklahoma,522.0
455,Derek (Bubba) Starling,Nebraska,6,6-4,180,R/R,"Gardner, KS",Rd 1 by Royals (2011),Royals (2019),None,,2011,Nebraska,463.0
456,Jose Fernandez,South Fla.,7,6-3,215,R/R,"Tampa, FL",Rd 1 by Marlins (2011),Marlins (2013),None,,2011,South Fla.,651.0
457,Josh Bell,Texas,8,6-3,205,S/R,"Irving, TX",Rd 2 by Pirates (2011),Pirates (2016),Dallas Patriots,,2011,Texas,703.0
458,Javier Baez,Jacksonville,9,6-1,205,R/R,"Jacksonville, FL",Rd 1 by Cubs (2011),Cubs (2014),East Cobb Braves,,2011,Jacksonville,316.0
459,Henry Owens,Miami (FL),10,6-6,195,L/L,"Huntington Beach, CA",Rd 1 Comp by Red Sox (2011),Red Sox (2015),ABD Bulldogs,,2011,Miami (FL),415.0
460,Robert Stephenson,Washington,11,6-3,180,R/R,"Martinez, CA",Rd 1 by Reds (2011),Reds (2016),Norcal 2011,,2011,Washington,756.0
461,Blake Swihart,Texas,12,6-1,175,S/R,"Rio Rancho, NM",Rd 1 by Red Sox (2011),Red Sox (2015),Albuquerque BB Academy,,2011,Texas,703.0
462,Taylor Guerrieri,South Carolina,13,6-3,180,R/R,"N. Augusta, SC",Rd 1 by Rays (2011),Blue Jays (2018),Diamond Devils 16's Black,,2011,South Carolina,648.0
463,Dillon Howard,Arkansas,14,6-2,200,R/R,"Searcy, AR",Rd 2 by Indians (2011),None,Midland Redskins,,2011,Arkansas,31.0
464,Joe Ross,UCLA,15,6-2,180,R/R,"Oakland, CA",Rd 1 by Padres (2011),Nationals (2015),Norcal,,2011,UCLA,110.0
465,Tyler Beede,Vanderbilt,16,6-4,200,R/R,"Auburn, MA",Rd 1 by Giants (2014),Giants (2018),VA Canes,,2011,Vanderbilt,736.0
466,Derek Fisher,Virginia,17,6-3,205,L/R,"Rexmont, PA",Rd 1 Comp by Astros (2014),Astros (2017),Mid-Atlantic Rookies,,2011,Virginia,746.0
467,Michael Kelly,Florida,18,6-5,195,R/R,"Boynton Beach, FL",Rd 1 Comp by Padres (2011),None,Orlando Scorpions,,2011,Florida,235.0
468,Travis Harrison,Southern California,19,6-2,215,R/R,"Aliso Viejo, CA",Rd 1 Comp by Twins (2011),None,ABD Bulldogs,,2011,Southern California,657.0
469,Billy Flamion,Oregon,20,6-1,192,L/L,"Modesto, CA",Rd 15 by Dodgers (2013),None,Norcal 2011,,2011,Oregon,529.0
470,Hudson Boyd,Florida,21,6-2,235,R/R,"Fort Myers, FL",Rd 1 Comp by Twins (2011),None,Midland Redskins,,2011,Florida,235.0
471,Austin Hedges,UCLA,22,6-1,185,R/R,"San Juan Capistrano, CA",Rd 2 by Padres (2011),Padres (2015),Elite Baseball,,2011,UCLA,110.0
472,Dillon Maples,North Carolina,23,6-3,197,R/R,"West End, NC",Rd 14 by Cubs (2011),Cubs (2017),Canes North,,2011,North Carolina,457.0
473,Phillip Evans,San Diego St.,24,5-10,180,R/R,"Carlsbad, CA",Rd 15 by Mets (2011),Mets (2017),San Diego Show,,2011,San Diego St.,626.0
474,Jake Cave,LSU,25,6-1,180,L/L,"Hampton, VA",Rd 6 by Yankees (2011),Twins (2018),Canes Travel Team,,2011,LSU,365.0
475,Julius Gaines,FIU,26,6-0,165,R/R,"Locust Grove, GA",Rd 32 by Red Sox (2011),None,Georgia Seminoles,,2011,FIU,231.0
476,Tyler Marlette,UCF,27,5-11,195,R/R,"Oviedo, FL",Rd 5 by Mariners (2011),None,FTB Mizuno,,2011,UCF,128.0
477,Trevor Story,LSU,28,6-0,170,R/R,"Irving, TX",Rd 1 Comp by Rockies (2011),Rockies (2016),Dallas Patriots,,2011,LSU,365.0
478,Dwight Smith,Georgia Tech,29,5-11,185,L/R,"Peachtree City, GA",Rd 1 Comp by Blue Jays (2011),Blue Jays (2017),East Cobb Braves,,2011,Georgia Tech,255.0
479,Brandon Nimmo,Arkansas,30,6-3,175,R/R,"Cheyenne, WY",Rd 1 by Mets (2011),Mets (2016),None,,2011,Arkansas,31.0
480,Charlie Tilson,Illinois,31,6-0,165,L/L,"Wilmette, IL",Rd 2 by Cardinals (2011),White Sox (2016),None,,2011,Illinois,301.0
481,Hunter Cole,Georgia,32,6-1,185,R/R,"Moore, SC",Rd 26 by Giants (2014),None,Diamond Devils 17U Blue,,2011,Georgia,257.0
482,Kevin Matthews,Virginia,33,5-11,175,R/L,"Richmond Hill, GA",Rd 1 by Rangers (2011),None,Midland Redskins,,2011,Virginia,746.0
483,Senquez Golson,Ole Miss,34,5-10,185,R/R,"Pascagoula, MS",Rd 8 by Red Sox (2011),None,None,,2011,Ole Miss,433.0
484,Nicholas Burdi,Louisville,35,6-3,210,R/R,"Downers Grove, IL",Rd 2 by Twins (2014),Pirates (2018),Longshots,,2011,Louisville,367.0
485,Joshua Tobias,Florida,36,5-9,194,S/R,"Greensboro, NC",Rd 31 by Nationals (2011),None,North Canes,,2011,Florida,235.0
486,Christian Lopes,Southern California,37,6-0,185,R/R,"Huntington Beach, CA",Rd 7 by Blue Jays (2011),None,ABD Bulldogs,,2011,Southern California,657.0
487,Eric Haase,Ohio St.,38,5-11,190,R/R,"Westland, MI",Rd 7 by Indians (2011),Indians (2018),A. Green,,2011,Ohio St.,518.0
488,Daniel Vogelbach,Florida,39,5-11,280,L/R,"N. Ft. Myers, FL",Rd 2 by Cubs (2011),Mariners (2016),SWFL Baseball Underclassmen Blue,,2011,Florida,235.0
490,Brandon Sedell,Florida,41,6-1,208,R/R,"Ft Lauderdale, FL",None,None,Midland Redskins,,2011,Florida,235.0
491,Matthew Dean,Texas,42,6-2,190,R/R,"Highland Village, TX",Rd 13 by Blue Jays (2011),None,Dallas Yankees,,2011,Texas,703.0
492,Carl Thomore,Rutgers,43,6-2,212,R/R,"East Brunswick, NJ",Rd 2 by Rockies (2011),None,None,,2011,Rutgers,587.0
494,Brandon Martin,Oregon St.,45,5-11,160,R/R,"Corona, CA",Rd 1 Comp by Rays (2011),None,ABD OC,,2011,Oregon St.,528.0
495,Joe Musgrove,San Diego St.,46,6-5,225,R/R,"La Mesa, CA",Rd 1 Comp by Blue Jays (2011),Astros (2016),None,,2011,San Diego St.,626.0
496,Andrew Suarez,Miami (FL),47,6-2,200,L/L,"Miami, FL",Rd 2 by Nationals (2014),Giants (2018),None,,2011,Miami (FL),415.0
497,Dylan Davis,Oregon St.,48,6-0,200,R/R,"Redmond, WA",Rd 3 by Giants (2014),None,Chaffey,,2011,Oregon St.,528.0
498,Cameron Gallagher,East Carolina,49,6-3,210,R/R,"Lancaster, PA",Rd 2 by Royals (2011),Royals (2017),Mid-Atlantic Rookies,,2011,East Carolina,196.0
499,Tyler Goeddel,UCLA,50,6-4,175,R/R,"Hillsbourgh, CA",Rd 1 Comp by Rays (2011),Phillies (2016),NorCal,,2011,UCLA,110.0
500,Carlos Correa,Miami (FL),1,6-3,190,R/R,"Santa Isabel, PR",Rd 1 by Astros (2012),Astros (2015),Team Mizuno of PR,Big athletic shortstop with power arm and power bat. Outstanding at many PG events including incredible showing at World Showcase PG All American Game,2012,Miami (FL),415.0
501,Lucas Giolito,UCLA,2,6-6,230,R/R,"Santa Monica, CA",Rd 1 by Nationals (2012),Nationals (2016),SGV Arsenal,"Up to 96 mph at WWBA, Recently up to 100. Good breaking ball and command. Outstanding at many PG events. PG All American Game Currently recovering from an injury.",2012,UCLA,110.0
502,Byron Buxton,Georgia,3,6-1,175,R/R,"Baxley, GA",Rd 1 by Twins (2012),Twins (2015),Round Trip Baseball,"Super Athlete, ++ runner, also 94 mph on mound. Stood out at PG events.",2012,Georgia,257.0
503,Lance McCullers,Florida,4,6-2,205,L/R,"Tampa, FL",Rd 1 Comp by Astros (2012),Astros (2015),Tampa Warriors,Upper 90s and potential + breaking ball. Also excellent hitter with power. Outstanding at many PG events. PG All American Game,2012,Florida,235.0
504,Courtney Hawkins,Texas,5,6-3,210,R/R,"Corpus Christi, TX",Rd 1 by White Sox (2012),None,Houston Banditos,"Huge RH Power, Ball flies off barrel, Ran 6.62 at PG, + arm. Outstanding at many PG events. PG All American Game",2012,Texas,703.0
505,Joey Gallo,LSU,6,6-5,205,L/R,"Henderson, NV",Rd 1 Comp by Rangers (2012),Rangers (2015),S Nevada Titans,Big time Lefthanded Bat with huge power also big arm 94 across diamond and off mound. Outstanding at many PG events. PG All American Game,2012,LSU,365.0
506,Max Fried,UCLA,7,6-3,170,L/L,"Encino, CA",Rd 1 by Padres (2012),Braves (2017),SGV Arsenal,Excellent lefty with command of three pitches. Low to mid 90s. Outstanding at many PG events. PG All American Game,2012,UCLA,110.0
507,David Dahl,Auburn,8,6-2,185,L/R,"Birmingham, AL",Rd 1 by Rockies (2012),Rockies (2016),Team Alabama,High Level Bat. Serious tools. Outstanding at PG events. PG All American Game,2012,Auburn,37.0
508,Albert Almora,Miami (FL),9,6-2,175,R/R,"Hialeah, FL",Rd 1 by Cubs (2012),Cubs (2016),Florida Legends,Outstanding strong athlete with high ceiling tools. Outstanding at PG events. PG All American Game,2012,Miami (FL),415.0
509,Walker Weickel,Miami (FL),10,6-6,205,R/R,"Orlando, FL",Rd 1 Comp by Padres (2012),None,Orlando Scorpions,Tall athletic pitcher with very high ceiling. Mid 90s with easy arm. Outstanding at many PG events. PG All American Game,2012,Miami (FL),415.0
510,Tanner Rahier,San Diego,11,6-2,205,R/R,"Indian Wells, CA",Rd 2 by Reds (2012),None,ABD Bulldogs,"Big arm, excellent all around player. + hitter with power and low 90s from mound. Outstanding at many PG events. PG All American Game",2012,San Diego,627.0
511,Trey Williams,Pepperdine,12,6-1,211,R/R,"Saugus, CA",Rd 7 by Phillies (2013),None,San Diego Show,"Can flat out hit, Serious Hitting Tools and big power! Defense stands out. Outstanding at many PG events. PG All American",2012,Pepperdine,541.0
512,Matthew Smoral,North Carolina,13,6-8,225,L/L,"Solon, OH",Rd 1 Comp by Blue Jays (2012),None,Midland Redskins,"Big LHP, Easy arm action, up to 94 mph, Fast arm, Sharp breaking ball, Outstanding at many PG events. PG All American Game",2012,North Carolina,457.0
513,Duane Underwood,Georgia,14,6-2,205,R/R,"Marietta, GA",Rd 2 by Cubs (2012),Cubs (2018),East Cobb Astros,Athletic RHP with power arm. Easy mid to higher 90s. Outstanding at many PG events. PG All American Game,2012,Georgia,257.0
514,Jesse Winker,Florida,15,6-3,190,L/L,"Windermere, FL",Rd 1 Comp by Reds (2012),Reds (2017),FTB Mizuno,"LH Bat Stands Out, Can Flat out hit, Big power and very strong arm. Outstanding at many PG events. PG All American Game",2012,Florida,235.0
515,Lewis Brinson,Florida,16,6-4,180,R/R,"Tamarac, FL",Rd 1 by Rangers (2012),Brewers (2017),South Florida Elite,Big athletic outfielder with excellent raw potential. + runner and shows power. Outstanding at many PG events.,2012,Florida,235.0
516,Lucas Sims,Clemson,17,6-2,195,R/R,"Lawrenceville, GA",Rd 1 by Braves (2012),Braves (2017),Team Gwinnett,"Power mid 90s RHP. Good athlete. Clean delivery, high ceiling. Outstanding at many PG events. PG All American Game",2012,Clemson,147.0
517,Ty Hensley,Ole Miss,18,6-5,220,S/R,"Edmond, OK",Rd 1 by Yankees (2012),None,Texas Sun Devils,Big strong two way player with power arm and power bat. Outstanding at PG events. Coming on strong this spring,2012,Ole Miss,433.0
518,Zach Eflin,UCF,19,6-5,200,R/R,"Chuluota, FL",Rd 1 Comp by Padres (2012),Phillies (2016),Mizuno,"Smooth RHP with 93 mph fastball, keeps getting better. Outstanding at many PG events",2012,UCF,128.0
519,Addison Russell,Auburn,20,6-1,210,R/R,"Pace, FL",Rd 1 by Athletics (2012),Cubs (2015),FTB Mizuno,"Strong athlete, Serious Juice in Bat. Outstanding at many PG events. PG All American Game",2012,Auburn,37.0
520,Gavin Cecchini,Ole Miss,21,6-1,180,R/R,"Lake Charles, LA",Rd 1 by Mets (2012),Mets (2016),Texas Sundevils,"Good Athlete, highest level hitter and outstanding middle infield tools. Outstanding at many PG events",2012,Ole Miss,433.0
522,Hunter Virant,UCLA,23,6-3,172,R/L,"Camarillo, CA",Rd 11 by Astros (2012),None,So Cal Cardinals,Low to mid 90s lefty who can really pitch. Outstanding at PG events. PG All American Game,2012,UCLA,110.0
523,Corey Seager,South Carolina,24,6-3,190,L/R,"Kannapolis, NC",Rd 1 by Dodgers (2012),Dodgers (2015),Dirtbags,"Smooth athletic player, excellent hands, very good bat, projects large. Outstanding at many PG events. PG All American Game",2012,South Carolina,648.0
524,Rio Ruiz,Southern California,25,6-2,195,L/R,"Covina, CA",Rd 4 by Astros (2012),Braves (2016),SGV Arsenal,"Excellent Hitter, very good bat speed, top defensive skills, also up to 93 on mound. Outstanding at many PG events. PG All American Game",2012,Southern California,657.0
525,Billy (Nick) Williams,Texas A&M,26,6-3,195,L/L,"La Marque, TX",Rd 2 by Rangers (2012),Phillies (2017),Houston Banditos,"Easy LH Swing With big Power, Excellent Athlete, Outstanding at PG events. PG All American Game",2012,Texas A&M,697.0
526,Ty Buttrey,Arkansas,27,6-6,210,L/R,"Matthews, NC",Rd 4 by Red Sox (2012),Angels (2018),South Charlotte Panthers,"Big, high ceiling RHP, 94 mph, good stuff. Good at many PG events.",2012,Arkansas,31.0
527,Austin Fairchild,TCU,28,6-1,175,R/L,"Deer Park, TX",Rd 16 by Royals (2012),None,Houston Heat,Fast arm 93 mph lefty that projects very large. Outstanding at many PG events. PG All American Game,2012,TCU,698.0
528,Carson Kelly,Oregon,29,6-2,200,R/R,"Portland, OR",Rd 2 by Cardinals (2012),Cardinals (2016),Robinson Construction,"Talented All Around Player. 90+ arm, good bat, good athlete. Outstanding at PG events",2012,Oregon,529.0
529,Taylore Cherry,North Carolina,30,6-9,260,R/R,"Dayton, OH",Rd 32 by White Sox (2015),None,Midland Redskins,"Extra Big Strong RHP, Easy low 90's up to 94. Outstanding at many PG events. PG All American Game",2012,North Carolina,457.0
530,Clate Schmidt,Clemson,31,6-2,175,S/R,"Acworth, GA",Rd 20 by Tigers (2016),None,Team Elite,"Very fast arm, 96 mph, sharp breaking ball, very athletic. Outstanding at many PG events. PG All American Game",2012,Clemson,147.0
531,Christopher (CJ) Hinojosa,Texas,32,5-11,180,R/R,"Spring, TX",Rd 11 by Giants (2015),None,Houston Banditos,Outstanding all around player. Good bat with power. Outstanding at many PG events. PG All American Game,2012,Texas,703.0
532,Clint Coulter,Arizona St.,33,6-3,215,R/R,"Camas, WA",Rd 1 by Brewers (2012),None,Bobby Valentine AA,Big strong catcher with big time bat. Very good in Jupiter. Moving up fast. Outstanding at PG events.,2012,Arizona St.,28.0
533,Nick Travieso,Miami (FL),34,6-3,200,R/R,"Pembroke Pines, FL",Rd 1 by Reds (2012),None,South Florida Elite,"Power arm RHP, mid 90s. Outstanding at PG events, reaching upper 90's this spring",2012,Miami (FL),415.0
534,Stryker Trahan,Ole Miss,35,6-1,215,L/R,"Scott, LA",Rd 1 by Diamondbacks (2012),None,Texas Sun Devils,"Oustanding tools, very athletic, 6.67 60, 1.85 pop, and some juice in bat. Outstanding at many PG events",2012,Ole Miss,433.0
535,Shane Watson,Southern California,36,6-4,195,R/R,"Bellflower, CA",Rd 1 Comp by Phillies (2012),None,Yak Baseball West,"Put himself on map at 17u PG WWBA, Up to 93 at Area Codes",2012,Southern California,657.0
536,Alec Rash,Missouri,37,6-5,200,R/R,"Adel, IA",Rd 2 by Phillies (2012),None,HS team,Lights out at PG Indoor! Every fastball 91-93 mph with more in the tank. Sharp breaking ball as well. Up to 95 this spring,2012,Missouri,434.0
537,Wyatt Mathisen,Texas,38,6-2,215,R/R,"Corpus Christi, TX",Rd 2 by Pirates (2012),Diamondbacks (2020),South Texas Sliders,Very good bat. Stood out at WWBA and Area Code. Outstanding at PG events including showed big bat at PG World,2012,Texas,703.0
